,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
137,excellent,2016-11-20 17:13,"2 Old Town Kayaks for sale.  Excellent condition.  No scratches/damage. Old Town 111 (retail $599) Old Town 100 (retail $429) Old Town 111:  color Green, adjustable seat, adjustable foot track, large cockpit, bungee rigging, 11' length. 45 lbs. Old Town 100:  color Red, adjustable seat, large cockpit, bungee rigging, 10' length.  47 lbs. Old Town Kayaks are the best.  $600 takes both.  Or best offer purchased separately.  Feel free to contact with questions.",,5885532289,11,Old Town,Loon,$600,human, (Gaithersburg),2 Old Town Kayaks,https://washingtondc.craigslist.org/mld/boa/5885532289.html,
138,,2016-11-20 17:05,"1987 outrage 25. Has twin 1997 Yamaha 150's run great. Great shape overall. Has a tandem axle aluminum trailer. Set up with outriggers and down rigger. Raw water wash down, fresh water tank, Bimini top with dodger, stereo, lowrance gps/depth finder, vhf and lots of odds and ends.",,5885521808,25,,,$18500,power, (Falls church/annapolis),Boston whaler outrage 25,https://washingtondc.craigslist.org/nva/boa/5885521808.html,
139,good,2016-11-20 16:43,"Make: Yamaha Year: 2000 Propulsion Type: Jets Number of Engines : 2 Power: 1,200 cc/135 HP Each Engine. Total of 270HP Trailer Included: Yes, Great Condition I am selling my 2000 Yamaha LS2000 Jet Boat ready for recreational activities and a weekend on the Lake! I have done a lot of upgrades to include brand new instrument gauges, marine buttons, fuel primers, 2 new optima blue top batteries and even had the rear latch deck reupholstered. Additionally, there is a Yamaha Bimini Top, brand new Boat Cover, 2 New Optima Blue Top Batteries (Installed), ProTournament 300 Quad Battery Charger (Installed), New Moeller Water & Fuel Filter (Installed), Jensen CD/Radio, Raymarine Color GPS and Depth Finder. The boat is in Great Condition with no issues.  There is some wear and tear but runs and is drives perfectly well. Price is $6,500 CASH ONLY! **Serious offers and inquiries only. NO Trade Offers!",,5885492338,20,Yamaha,LS2000,$6500,power, (Very Good),2000 Yamaha Jet Boat LS2000 With Upgrades,https://washingtondc.craigslist.org/nva/boa/5885492338.html,2000
140,,2016-11-20 15:48,"BANDIT BASS BOAT NICE BOAT .............. EVINRUDE 40 HP MOTOR (HAS NO SPARK , NEEDS NEW POINTS) LIVE WELL , PUMP , COOLER , REMOVABLE SEATS , PLENTY OF STORAGE ........ REMOVABLE SEATS COMES WITH TRAILER ....... CLEAN TITLE TO BOAT AND TRAILER LOOKING FOR QUICK SALE $2500 OR BEST OFFER JUST DROPPED PRICE TO $1700 ! ! ! ! ! OR TRADE ? ? ? ? ROB 301-TWO TWO ONE-8289",,5853073898,15,,,$1700,power, (MECHANICSVILLE),BANDIT BASS BOAT (PRICE DROPPED),https://washingtondc.craigslist.org/mld/boa/5853073898.html,1981
141,excellent,2016-11-20 15:26,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5885386618,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885386618.html,
142,excellent,2016-11-20 15:26,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5885386237,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885386237.html,
143,excellent,2016-11-20 15:26,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5885385711,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885385711.html,
144,,2016-11-20 14:59,"Raft is self-bailing. 14' long and 7' wide. Full HP40 coverage under tube and floor.  She can handle some big water. The fishing frame is totally loaded front to back. Comes with everything you need to get on the river. Garage kept with frame hoisted off boat. Selling because I am moving. Included extras: *2.5HP outboard motor to help get through slow water faster (only 18 lbs!) *NRS full size aluminum dry box *Flip up seat mount (places captain's tail on top of dry box for higher line of sight) *Cooler with cooler mount *Front seat w/casting platform & leaning bar *Rear seat w/ casting platform & leaning bar *Anchor system w/anchor and anchor line *3x oars (one extra in case you loose one or break one) *Spare rowers seat and cross bar (good if you prefer a lower seat) *Box of miscellaneous frame parts, nuts & bolts *2x cup, fly and/or lure tray (one for each fisherperson - I preferred not using them but its personal preference *NRS air pump *Frame tools, repair kit & box of misc frame parts. *Trailer w/spare tire",,5885346975,14,,,$6200,human," (Paris, VA)",NRS Raft w/fishing frame & trailer,https://washingtondc.craigslist.org/nva/boa/5885346975.html,
145,excellent,2016-11-20 14:54,FINAL PRICE DROP!!!!!Looking to sell ...Check out the pics.....No calls after 9pm....Don't need help selling....WILL SEPERATE AND JUST SELL BOAT ONLY.......POSTING 1 LAST TIME BEFORE WINTERIZING,550,5875843409,31,monterey,Super Sport,$27000,power, (Poquoson),2002 Monterey 298SS,https://washingtondc.craigslist.org/mld/boa/5875843409.html,2002
146,,2016-11-20 14:08,If you need your Boat or RV or any shrink wrapped just give me a call I been shrink wrapping for over 20yr I am mobile so I will come to you.... Custom shrink wrapping ** We always use 7mill shrink wrap  ** 0 up to 19ft. $225. 20ft. Up to 24ft. $12.50 ft. 25ft. Up to 28ft. $13.50 ft. 29ft. UP to 33 ft. $14.50 ft. 34ft. UP to 38ft. $15.50ft. 39ft. UP to 42ft.$16.75ft. 43ft. Up to 46ft. $17.50 46ft. UP to 52ft. $18.75ft. Fly bridge $345 Boat's on left's $3.25 ft. Boat's in the water $3.50ft. Small door $36. Med. door $46. Large door $57. All job's gets vents Custom job's call for estimate. Thanks ....,,5846695829,60,,,,sail,,~~Mobile Shrink Wrapping Service~~,https://washingtondc.craigslist.org/mld/boa/5846695829.html,
147,excellent,2016-11-20 14:07,"Nice 2004 Carolina Skiff with a 2009 50 HP 2 stroke Yamaha that is oil injected and very low hours. Trailer has 2 new wheels and tires, comes with 2 spares. Has Bimini top and very nice chart plotter / fish finder. Boat and motor are in excellent condition. Would love to trade this for Old Willys Jeep in running condition. Let me know what you have. Thank you for looking, Steve",50,5885246829,16,Yamaha,,,power,,For sale or trade,https://washingtondc.craigslist.org/doc/boa/5885246829.html,
148,good,2016-11-20 13:58,"1979 EZ Loader Tandem Axle Trailer - Model# 20T-T4100 - 4100# carrying capacity - Has clean title Can hold a 18' - 21' boat up to 4100#s. Used for a 20' 1975 Grady White Hatteras Overnighter 204-C. Fall 2009/Spring 2010 maintenance: - Installed Kodiak cadmium hydraulic 14"" disc brake kit (hubs and bearings, brake calipers and rotors) and surge tongue w/reverse solenoid [5-pin flat wiring harness] - Replaced 32 wobble rollers and hardware - Replaced leaf springs - Replaced rear axle hubs and bearings - Replaced keel roller - Replaced safety chain and hooks - Replaced trailer jack Summer/Fall 2016 maintenance: - Replaced wheel fenders - Replaced wheel bearings - Replaced rear-axle bearing protectors - Replaced driver and passenger side brake lines - Replaced turn/stop lights and wiring - Replaced clearance lights - Replaced trailer winch Contact Tim - 703-678-18 six nine Cash only sale.",,5868297815,25,EZ Loader,20T-T4100,$995,power,,Dual Axle EZ Loader Trailer with Title,https://washingtondc.craigslist.org/nva/boa/5868297815.html,1979
149,excellent,2016-11-20 13:45,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5885238827,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885238827.html,
150,excellent,2016-11-20 13:34,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5875558635,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5875558635.html,
151,excellent,2016-11-20 13:33,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama,,5885220829,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885220829.html,
152,excellent,2016-11-20 13:31,2012 Hobie Mirage Tandem island For sale decent Offer  welcome Come with 2 mirage drive 2 paddle 2 seats 1 sail 2 Ama Just reduce $3500 show contact info,,5885218185,20,,,,sail,,Hobie Mirage tandem Island,https://washingtondc.craigslist.org/doc/boa/5885218185.html,
153,,2016-11-20 13:31,2012 Hobie Mirage Tandem Island for sale Complete set,,5885217478,20,,,,sail,,great 2012 Hobe Tandem Island,https://washingtondc.craigslist.org/doc/boa/5885217478.html,
154,excellent,2016-11-20 13:19,"1986 26' LAGUNA SLOOP - BEAUTIFULLY CLEAN AND MAINTAINED - OWNED BY ENGINEERS AMAZING AMOUNT OF INTERIOR SPACE FOR A 26' BOAT - ACTUALLY CAN SLEEP 6 PERFECT FOR CRUISING AND OR LIVING ABOARD - SIX FOOT HEADROOM MADE IN CALIFORNIA - ONLY A FEW WERE MADE - STARTED OUT AS LAGUNA - LATER CHANGED TO WINDROSE - SOLID FIBERGLAS CONSTRUCTION - NO CORING - SOLID AS A ROCK - BEAUTIFUL GELCOAT COMPLETELY DRY BOAT - NO LEAKS OR MILDEW / MOLD - 8 OPENING PORTHOLES / FRONT HATCH - FOR EXCELLENT VENTILATION LARGE COCKPIT WITH CUSTOM COCKPIT CUSHIONS - CUSTOM BIMINI - TILLER STEERING - VERY LARGE, RESPONSIVE RUDDER - STORAGE LOCKER MAIN SAIL - ROLLER FURLING JIB - REPLACED SEASON BEFORE LAST - BEAUTIFUL, CRISPY AND WHITE ! SPACIOUS, BRIGHT SALON - DINETTE THAT MAKES INTO A BED - V BERTH FORWARD - WITH FOLDING PRIVACY CURTAIN - EXTREMELY LARGE AFT BUNKS ALL CUSHIONS ARE EXCEPTIONALLY CLEAN AND JUST ABOUT PERFECT - HANGING / STORAGE LOCKER GALLEY WITH S/S/ SINK WITH HAND PUMP - POLY WATER TANK UNDER V BERTH / DEEP COLD BOX / ORIGIO 2 BURNER ALCOHOL STOVE (NOT THE PRESSURIZED KIND - THEY ARE UNSAFE) NAV STATION WITH FOLD UP DESK - ICOM VHF - SONY STEREO WITH CD PLAYER - EXCELLENT SPEAKERS - DIGITAL DEPTH FINDER AND COMPASS ON COCKPIT BULKHEAD PRIVATE, MANUAL HEAD WITH FOLDING PRIVACY CURTAIN - POLY HOLDING TANK - DECK PUMP OUT - OVERBOARD DISCHARGE WITH Y VALVE AUTOMATIC BILGE PUMP - WHALE GUSHER PUMP COMPLETE 115 VOLT 30 AMP SHORE POWER SYSTEM - WITH DEDICATED PANEL AND OUTLETS COMPLETE 12V SYSTEM WITH DEDICATED PANEL ALWAYS BEEN AN OUTBOARD POWERED BOAT WITH A HEFTY BRACKET ON THE TRANSOM - DO NOT HAVE A OUTBOARD ENGINE - YOU WILL HAVE TO PROVIDE YOUR OWN OR WE CAN OBTAIN ONE FOR YOU (NO OLD STINKY, SHOT INBOARD IN BILGE) SPECS ARE - LOA 26' / BEAM 8.3' / DRAFT 3.8 FEET - FIXED KEEL - DISPLACEMENT 3,900 LBS - BALLAST 1,500 LBS THIS BOAT IS EXCEPTIONAL AND HARD TO FIND IN CONSTRUCTION - QUALITY - CLEANLINESS - SPACIOUSNESS - CONDITION, ETC - NEEDS NOTHING - NO EXCUSES PLEASE CALL TONY FOUR 1 OH - THREE 5 THREE - FIFTY FIFTY OR CALL MIKE - FOUR 1 OH - NINE NINE ONE - FIFTY FIFTY THANK YOU Key on Catalina O'Day Hunter C&C",,5882279432,26,LAGUNA,SAILBOAT SLOOP,$3250,sail, (ANNAPOLIS / EDGEWATER),1986 26' LAGUNA SLOOP - BEAUTIFUL - SAIL AWAY CONDITION,https://washingtondc.craigslist.org/nva/bod/5882279432.html,1986
155,,2016-11-20 13:07,"Boat Slip For Sale:  40' x 14' beam Great Location!  Deep water slip, protected yet close to end, offering easy in-out access. Desirable floating docks and a large, lockable dock box. Beautiful sunset view from your cockpit. This desirable 40' slip has been consistently leased and occupied. Wonderful investment purchase or a great location for your vessel. Fairfax Yacht Club is conveniently situated near the end of the long, no-wake zone on the Occoquan River making it a quick access location to enter the Potomac River. Address is 10721 Old Colchester Road Mason Neck, VA  22079 By car it is easy access via 95 exit, Route 1 and/or Rt.123. Wonderful amenities including wifi, electric, water, floating docks, wheeled carts to load your supplies, gated entrance, club house with kitchen & cable TV, awesome sunset deck views with tables, on-site pump-out, large dock box storage, showers and a playground for the kids. Cable available at slip. Great slip & location! Print or Review the flyer at this link for more information:      http://cwcabinet.com/boatslip (must type in full address to access this page) Offered at   $48,500.00 Please reply with your name and contact phone number. I will call you. Thanks, Rob marina, slip, boat rental slip, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 40' marina slip, Potomac River, Occoquan River, marina slip purchase, Fairfax, Fairfax County, Washington DC, Prince William, Chesapeake, DC, Mason Neck, Belmont Bay, Potomac, Georgetown, Washington D.C., Old Town Alexandria, Occoquan, Chesapeake Bay, Fairfax Yacht Club, Alexandria, Upper Potomac, Prince William Marina, Occoquan Harbor Marina, Pilot House Marina, EZ Cruise Marina, Hoffmasters Marina, Captain John Beach Marina, Harbor Marina, boating, clubhouse marina, Woodbridge marina, Lorton marina",,5877434096,40,,,$48500,power, (Fairfax Yacht Club- Occoquan River),Boat Slip Sale  40' x 14',https://washingtondc.craigslist.org/nva/boa/5877434096.html,
156,,2016-11-20 13:07,"Boat Slip For Sale:  40' x 14' beam Great Location!  Deep water slip, protected yet close to end, offering easy in-out access. Desirable floating docks and a large, lockable dock box. Beautiful sunset view from your cockpit. This desirable 40' slip has been consistently leased and occupied. Wonderful investment purchase or a great location for your vessel. Fairfax Yacht Club is conveniently situated near the end of the long, no-wake zone on the Occoquan River making it a quick access location to enter the Potomac River. Address is 10721 Old Colchester Road Mason Neck, VA  22079 By car it is easy access via 95 exit, Route 1 and/or Rt.123. Wonderful amenities including wifi, electric, water, floating docks, wheeled carts to load your supplies, gated entrance, club house with kitchen & cable TV, awesome sunset deck views with tables, on-site pump-out, large dock box storage, showers and a playground for the kids. Cable available at slip. Great slip & location! Print the flyer at this link:        http://cwcabinet.com/boatslip (must type in full address to access this page) Offered at   $48,500.00 Please reply with your name and contact phone number. I will call you. Thanks, Rob marina, slip, boat rental slip, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 40' marina slip, Potomac River, Occoquan River, marina slip purchase, Fairfax, Fairfax County, Washington DC, Prince William, Chesapeake, DC, Mason Neck, Belmont Bay, Potomac, Georgetown, Washington D.C., Old Town Alexandria, Occoquan, Chesapeake Bay, Fairfax Yacht Club, Alexandria, Upper Potomac, Prince William Marina, Occoquan Harbor Marina, Pilot House Marina, EZ Cruise Marina, Hoffmasters Marina, Captain John Beach Marina, Harbor Marina, boating, clubhouse marina, Woodbridge marina, Lorton marina",,5877434616,40,,,$48500,power, (Fairfax Yacht Club- Occoquan River),Boat Slip For Sale  40' x 14',https://washingtondc.craigslist.org/nva/boa/5877434616.html,
157,excellent,2016-11-20 13:07,"Boat Slip For Sale: 40' x 14' beam Great Location! Deep water slip, protected yet close to end, offering easy in-out access. Desirable floating docks and a large, lockable dock box. Beautiful sunset view from your cockpit. This desirable 40' slip has been consistently leased and occupied. Wonderful investment purchase or a great location for your vessel. Fairfax Yacht Club is conveniently situated near the end of the long, no-wake zone on the Occoquan River making it a quick access location to enter the Potomac River. Address is 10721 Old Colchester Road Mason Neck, VA 22079 By car it is easy access via 95 exit, Route 1 and/or Rt.123. Wonderful amenities including wifi, electric, water, floating docks, wheeled carts to load your supplies, gated entrance, club house with kitchen & cable TV, awesome sunset deck views with tables, on-site pump-out, large dock box storage, showers and a playground for the kids. Cable available at slip. Great slip & location! Print or Review the flyer at this link for more information: http://cwcabinet.com/boatslip (must type in full address to access this page) Offered at $48,500.00 Please reply with your name and contact phone number. I will call you. Thanks, Rob marina, slip, boat rental slip, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 40' marina slip, Potomac River, Occoquan River, marina slip purchase, Fairfax, Fairfax County, Washington DC, Prince William, Chesapeake, DC, Mason Neck, Belmont Bay, Potomac, Georgetown, Washington D.C., Old Town Alexandria, Occoquan, Chesapeake Bay, Fairfax Yacht Club, Alexandria, Upper Potomac, Prince William Marina, Occoquan Harbor Marina, Pilot House Marina, EZ Cruise Marina, Hoffmasters Marina, Captain John Beach Marina, Harbor Marina, boating, clubhouse marina, Woodbridge marina, Lorton marina",,5877435183,40,,,$48500,power, (Occoquan - Potomac River),Marina Slip 40' x 14',https://washingtondc.craigslist.org/doc/boa/5877435183.html,
158,excellent,2016-11-20 13:07,"Boat Slip For Sale: 40' x 14' beam Great Location! Deep water slip, protected yet close to end, offering easy in-out access. Desirable floating docks and a large, lockable dock box. Beautiful sunset view from your cockpit. This desirable 40' slip has been consistently leased and occupied. Wonderful investment purchase or a great location for your vessel. Fairfax Yacht Club is conveniently situated near the end of the long, no-wake zone on the Occoquan River making it a quick access location to enter the Potomac River. Address is 10721 Old Colchester Road Mason Neck, VA 22079 By car it is easy access via 95 exit, Route 1 and/or Rt.123. Wonderful amenities including wifi, electric, water, floating docks, wheeled carts to load your supplies, gated entrance, club house with kitchen & cable TV, awesome sunset deck views with tables, on-site pump-out, large dock box storage, showers and a playground for the kids. Cable available at slip. Great slip & location! Print or Review the flyer at this link for more information: http://cwcabinet.com/boatslip (must type in full address to access this page) Offered at $48,500.00 Please reply with your name and contact phone number. I will call you. Thanks, Rob marina, slip, boat rental slip, dock, docks, marina slip, marina dock, floating dock, northern virginia boat slip, washington dc marina slip, 40' marina slip, Potomac River, Occoquan River, marina slip purchase, Fairfax, Fairfax County, Washington DC, Prince William, Chesapeake, DC, Mason Neck, Belmont Bay, Potomac, Georgetown, Washington D.C., Old Town Alexandria, Occoquan, Chesapeake Bay, Fairfax Yacht Club, Alexandria, Upper Potomac, Prince William Marina, Occoquan Harbor Marina, Pilot House Marina, EZ Cruise Marina, Hoffmasters Marina, Captain John Beach Marina, Harbor Marina, boating, clubhouse marina, Woodbridge marina, Lorton marina",,5877436336,40,,,$48500,power, (Occoquan - Potomac River),Marina Slip 40' x 14',https://washingtondc.craigslist.org/doc/boa/5877436336.html,
